timestamp,run_id,version,prompt,mode,title,figure_file,looks_correct,feedback
2026-04-18T00:15:37Z,3fa63e58-40e7-44d6-a51a-506e416ea8a8,7730f99-dirty,sinusoidal vor while fixating a target fixed in space,single,Sinusoidal VVOR: head oscillates at 0.5 Hz while fixating a stationary target,d:\OneDrive\UC Berkeley\OMlab - JOM\Code\ClaudeOculomotorJax\outputs\server_figures\3fa63e58-40e7-44d6-a51a-506e416ea8a8.png,,
2026-04-18T00:16:06Z,6cb618cc-6dee-4465-bf01-eca3bc2fddb5,7730f99-dirty,"sinusoidal vor while fixating a target fixed in space, left vestibular loss",single,"Sinusoidal VOR with left vestibular loss, fixating a target fixed in space",d:\OneDrive\UC Berkeley\OMlab - JOM\Code\ClaudeOculomotorJax\outputs\server_figures\6cb618cc-6dee-4465-bf01-eca3bc2fddb5.png,,
2026-04-18T00:16:16Z,12d36494-8cd4-49a0-b1b6-70d8df59c65a,7730f99-dirty,"sinusoidal vor while fixating a target fixed in space, left vestibular loss",single,Sinusoidal VOR fixating a stationary target — left vestibular loss,d:\OneDrive\UC Berkeley\OMlab - JOM\Code\ClaudeOculomotorJax\outputs\server_figures\12d36494-8cd4-49a0-b1b6-70d8df59c65a.png,,
2026-04-18T00:39:30Z,a074fc77-04c1-4ff8-8ca9-28d9c72f6ed9,7730f99-dirty,alternate cover test left hyperphoria 5 reps,single,Alternating cover test — left hyperphoria 5° (5 repetitions),d:\OneDrive\UC Berkeley\OMlab - JOM\Code\ClaudeOculomotorJax\outputs\server_figures\a074fc77-04c1-4ff8-8ca9-28d9c72f6ed9.png,,
2026-04-18T00:40:15Z,b06725b6-fa0e-4042-8837-7438b07a6616,7730f99-dirty,alternate cover test right esotropia 5 reps,single,"Alternate cover test — right esotropia, 5 repetitions",d:\OneDrive\UC Berkeley\OMlab - JOM\Code\ClaudeOculomotorJax\outputs\server_figures\b06725b6-fa0e-4042-8837-7438b07a6616.png,,
2026-04-18T00:41:30Z,dc0e30ce-72a4-4c24-a149-7c321a6c394f,7730f99-dirty,alternate cover test large right esotropia 5 reps,single,"Alternate cover test — large right esotropia (20°), 5 repetitions",d:\OneDrive\UC Berkeley\OMlab - JOM\Code\ClaudeOculomotorJax\outputs\server_figures\dc0e30ce-72a4-4c24-a149-7c321a6c394f.png,,
2026-04-18T00:46:17Z,464d5ed5-90fd-4ea0-82bc-19bf6a634883,7730f99-dirty,Simulate horizontal opsoclonus,single,Horizontal opsoclonus: chaotic continuous saccadic oscillations (no intersaccadic interval),d:\OneDrive\UC Berkeley\OMlab - JOM\Code\ClaudeOculomotorJax\outputs\server_figures\464d5ed5-90fd-4ea0-82bc-19bf6a634883.png,,
2026-04-18T03:44:09Z,008db349-0ac8-404d-af3e-efae1e09c797,7730f99-dirty,Left vestibular neuritis doing a head impulse test to the right,single,Left vestibular neuritis — rightward head impulse test (vHIT),d:\OneDrive\UC Berkeley\OMlab - JOM\Code\ClaudeOculomotorJax\outputs\server_figures\008db349-0ac8-404d-af3e-efae1e09c797.png,,
2026-04-18T14:54:24Z,ed29e258-b4a6-4311-ae0b-1e0746491593,7730f99-dirty,30 deg saccade to the left then 60 deg saccade to the right after 10 seconds,single,"30° leftward saccade, then 60° rightward saccade after 10 seconds",d:\OneDrive\UC Berkeley\OMlab - JOM\Code\ClaudeOculomotorJax\outputs\server_figures\ed29e258-b4a6-4311-ae0b-1e0746491593.png,,
2026-04-18T14:54:50Z,17903489-c526-4de1-80fe-95c6a2dd82ec,7730f99-dirty,30 deg saccade to the left then 60 deg saccade to the right after 1 seconds,single,"30° leftward saccade, then 60° rightward saccade after 1 second",d:\OneDrive\UC Berkeley\OMlab - JOM\Code\ClaudeOculomotorJax\outputs\server_figures\17903489-c526-4de1-80fe-95c6a2dd82ec.png,,
2026-04-19T05:11:08Z,25b0460a-bf3b-4cf1-a25f-af5adda2b4c5,7c27659-dirty,Healthy 20° saccade to the right,single,Healthy 20° rightward saccade,d:\OneDrive\UC Berkeley\OMlab - JOM\Code\ClaudeOculomotorJax\outputs\server_figures\25b0460a-bf3b-4cf1-a25f-af5adda2b4c5.png,,
2026-04-19T05:11:53Z,82e89c16-6ae8-4c11-9efa-16a92bfce520,7c27659-dirty,sinusoidal vor,single,"Sinusoidal VOR in the dark at 0.5 Hz, 30 deg/s peak velocity",d:\OneDrive\UC Berkeley\OMlab - JOM\Code\ClaudeOculomotorJax\outputs\server_figures\82e89c16-6ae8-4c11-9efa-16a92bfce520.png,,
2026-04-19T05:12:52Z,496d7536-3198-46db-b599-9d378c87cc27,7c27659-dirty,sinusoidal vor in the light,single,"Sinusoidal VOR in the light (VVOR) — 0.5 Hz, 30 deg/s, lit room with target",d:\OneDrive\UC Berkeley\OMlab - JOM\Code\ClaudeOculomotorJax\outputs\server_figures\496d7536-3198-46db-b599-9d378c87cc27.png,,
2026-04-19T05:14:00Z,a75786b4-a951-4c8e-b7e2-ce3aebf4c9f5,7c27659-dirty,Compare healthy vs pursuit deficit on a 20 deg/s ramp target,comparison,Healthy vs Pursuit Deficit — 20 deg/s Ramp Target,d:\OneDrive\UC Berkeley\OMlab - JOM\Code\ClaudeOculomotorJax\outputs\server_figures\a75786b4-a951-4c8e-b7e2-ce3aebf4c9f5.png,,
2026-04-19T05:14:29Z,1d8ff66d-b52c-4fbe-a036-a66a4a802e69,7c27659-dirty,Compare healthy vs left vestibular neuritis on a rightward head impulse test,comparison,Healthy vs Left Vestibular Neuritis — Rightward vHIT,d:\OneDrive\UC Berkeley\OMlab - JOM\Code\ClaudeOculomotorJax\outputs\server_figures\1d8ff66d-b52c-4fbe-a036-a66a4a802e69.png,,
2026-04-19T05:15:50Z,431a34ec-0e16-4c3b-8a0a-b3beaa49ec53,7c27659-dirty,free viewing during walking,single,Free viewing during walking: combined translational and rotational head motion with natural gaze shifts,d:\OneDrive\UC Berkeley\OMlab - JOM\Code\ClaudeOculomotorJax\outputs\server_figures\431a34ec-0e16-4c3b-8a0a-b3beaa49ec53.png,,
2026-04-19T05:16:59Z,8643b6d4-11f4-45a7-a4cc-aca45f924ff8,7c27659-dirty,rashbass paradigm,single,"Rashbass paradigm: target steps back then ramps forward, eliciting smooth pursuit without an initial saccade",d:\OneDrive\UC Berkeley\OMlab - JOM\Code\ClaudeOculomotorJax\outputs\server_figures\8643b6d4-11f4-45a7-a4cc-aca45f924ff8.png,,
2026-04-19T05:17:56Z,8f8b59f9-fb96-455c-b7bb-8c09fef201e6,7c27659-dirty,rebound nystagmus in cerebellar patetient,single,Rebound nystagmus in a cerebellar patient: eccentric gaze held then returned to centre,d:\OneDrive\UC Berkeley\OMlab - JOM\Code\ClaudeOculomotorJax\outputs\server_figures\8f8b59f9-fb96-455c-b7bb-8c09fef201e6.png,,
2026-04-19T05:21:31Z,7bef355e-b2ab-4936-92cd-8c65cc797287,7c27659-dirty,rotary chair test in healthy in the dark,single,"Rotary chair test in the dark — healthy subject (sinusoidal yaw rotation, 0.1 Hz)",d:\OneDrive\UC Berkeley\OMlab - JOM\Code\ClaudeOculomotorJax\outputs\server_figures\7bef355e-b2ab-4936-92cd-8c65cc797287.png,,
2026-04-19T05:22:41Z,aee14e35-2bbb-4d55-b9e9-1ede518aacd5,7c27659-dirty,PAN,single,Periodic Alternating Nystagmus (PAN) — velocity storage null-point adaptation drives slow oscillatory reversal of spontaneous nystagmus,d:\OneDrive\UC Berkeley\OMlab - JOM\Code\ClaudeOculomotorJax\outputs\server_figures\aee14e35-2bbb-4d55-b9e9-1ede518aacd5.png,,
2026-04-19T05:23:58Z,f9676089-d523-4f36-97ca-bd7f05025381,7c27659-dirty,horizontal PAN,single,"Periodic alternating nystagmus (PAN) — horizontal, velocity storage null-point adaptation",d:\OneDrive\UC Berkeley\OMlab - JOM\Code\ClaudeOculomotorJax\outputs\server_figures\f9676089-d523-4f36-97ca-bd7f05025381.png,,
2026-04-19T05:25:11Z,76af5421-9bb1-4d0e-8e21-1d17189a1f47,7c27659-dirty,"vestibular neuritis vs vestibular nucleus lesion, first spontaneous nystagmus in the dark then step velocity",comparison,Vestibular Neuritis vs Vestibular Nucleus Lesion — Spontaneous Nystagmus (Dark) + Step Velocity,d:\OneDrive\UC Berkeley\OMlab - JOM\Code\ClaudeOculomotorJax\outputs\server_figures\76af5421-9bb1-4d0e-8e21-1d17189a1f47.png,,
2026-04-19T05:37:59Z,ce85f128-d0fd-434b-90c8-b177b7a9a618,7c27659-dirty,gaze evoked nystagmus in the dark,single,"Gaze-evoked nystagmus in the dark (leaky neural integrator, cerebellar lesion)",d:\OneDrive\UC Berkeley\OMlab - JOM\Code\ClaudeOculomotorJax\outputs\server_figures\ce85f128-d0fd-434b-90c8-b177b7a9a618.png,,
2026-04-19T05:38:34Z,1e38d511-1b86-4e4b-8cfc-1c5cd6508e99,7c27659-dirty,"Cerebellar gaze-holding deficit, gaze-evoked nystagmus at 15 degrees",single,Cerebellar gaze-holding deficit: gaze-evoked nystagmus at 15° eccentric gaze (lit room),d:\OneDrive\UC Berkeley\OMlab - JOM\Code\ClaudeOculomotorJax\outputs\server_figures\1e38d511-1b86-4e4b-8cfc-1c5cd6508e99.png,,
2026-04-19T05:39:05Z,d1edacbd-0a61-4b7c-807c-1577aa3f0f6f,7c27659-dirty,"Cerebellar gaze-holding deficit, gaze-evoked nystagmus at 15 degrees, no pursuit",single,"Cerebellar gaze-holding deficit: gaze-evoked nystagmus at 15° eccentric gaze, severely impaired pursuit",d:\OneDrive\UC Berkeley\OMlab - JOM\Code\ClaudeOculomotorJax\outputs\server_figures\d1edacbd-0a61-4b7c-807c-1577aa3f0f6f.png,,
2026-04-19T05:39:57Z,0412b5a4-8651-4387-b82e-b2624a548a42,7c27659-dirty,"Cerebellar gaze-holding deficit, gaze-evoked nystagmus at 15 degrees, no pursuit, then back to center to see if there is rebound",single,"Cerebellar GEN: eccentric gaze at 15° (gaze-evoked nystagmus, no pursuit) then return to center (rebound nystagmus)",d:\OneDrive\UC Berkeley\OMlab - JOM\Code\ClaudeOculomotorJax\outputs\server_figures\0412b5a4-8651-4387-b82e-b2624a548a42.png,,
2026-04-19T17:26:47Z,396317a3-cfba-45bd-ade4-01852cdeae6d,ce81331-dirty,Healthy 20° saccade to the right,single,Healthy 20° rightward saccade,d:\OneDrive\UC Berkeley\OMlab - JOM\Code\ClaudeOculomotorJax\outputs\server_figures\396317a3-cfba-45bd-ade4-01852cdeae6d.png,,
2026-04-21T00:52:29Z,9217a650-5f73-48c2-9b99-f494b4d0f219,6aa8a5c-dirty,"left INO, a few saccades to each side",single,"Left INO: saccades left and right, left eye adduction lag on rightward gaze",D:\OneDrive\UC Berkeley\OMlab - JOM\Code\ClaudeOculomotorJax\outputs\server_figures\9217a650-5f73-48c2-9b99-f494b4d0f219.png,,
2026-04-21T00:54:22Z,685e6c9f-ae8e-4998-8d4a-f8368ea0ec74,6aa8a5c-dirty,"CNII left palsy, 9 points of gaze",single,Left CN III nerve palsy — 9 positions of gaze,D:\OneDrive\UC Berkeley\OMlab - JOM\Code\ClaudeOculomotorJax\outputs\server_figures\685e6c9f-ae8e-4998-8d4a-f8368ea0ec74.png,,
2026-04-21T00:55:38Z,475c5e54-5df4-416d-9232-8cd669a479ff,6aa8a5c-dirty,"CNVI palsy, two saccades left and right",single,Right CN VI nerve palsy — horizontal saccades left and right,D:\OneDrive\UC Berkeley\OMlab - JOM\Code\ClaudeOculomotorJax\outputs\server_figures\475c5e54-5df4-416d-9232-8cd669a479ff.png,,
2026-04-21T00:57:49Z,455b31b5-4ad2-4dca-977f-83ff82fcde6d,6aa8a5c-dirty,Healthy 20° saccade to the right,single,Healthy 20° rightward saccade,D:\OneDrive\UC Berkeley\OMlab - JOM\Code\ClaudeOculomotorJax\outputs\server_figures\455b31b5-4ad2-4dca-977f-83ff82fcde6d.png,,
2026-04-21T01:00:49Z,39a3701d-c7f7-44a4-9d70-e8b2ca1c4d25,6aa8a5c-dirty,"left Vestibular nucleus lession, spotaneous nystagmus first in the dark, then in the light, then dark again",single,Left vestibular nucleus infarct — spontaneous nystagmus: dark → light → dark,D:\OneDrive\UC Berkeley\OMlab - JOM\Code\ClaudeOculomotorJax\outputs\server_figures\39a3701d-c7f7-44a4-9d70-e8b2ca1c4d25.png,,
2026-04-21T01:02:33Z,fb5ab6e1-19b3-41de-b382-3a6fa8c5cb8b,6aa8a5c-dirty,Smooth pursuit of a 20 deg/s ramp target,single,Smooth pursuit of a 20 deg/s rightward ramp target,D:\OneDrive\UC Berkeley\OMlab - JOM\Code\ClaudeOculomotorJax\outputs\server_figures\fb5ab6e1-19b3-41de-b382-3a6fa8c5cb8b.png,,
2026-04-21T01:07:06Z,1248342a-a09c-4643-ab01-1d3dec56381c,6aa8a5c-dirty,left partial INO saccade left and right,single,Left partial INO — saccades left and right,D:\OneDrive\UC Berkeley\OMlab - JOM\Code\ClaudeOculomotorJax\outputs\server_figures\1248342a-a09c-4643-ab01-1d3dec56381c.png,,
2026-04-21T19:19:39Z,9f9502cc-043d-482b-9cee-7bb1a286af77,654392b-dirty,vergence saccade from near to far,single,Vergence-saccade interaction: alternating near (0.5 m) and far (3 m) target steps,D:\OneDrive\UC Berkeley\OMlab - JOM\Code\ClaudeOculomotorJax\outputs\server_figures\9f9502cc-043d-482b-9cee-7bb1a286af77.png,,
2026-04-21T19:20:30Z,4c0a4302-6b2a-4f6d-bbf3-ddb23c23e91b,654392b-dirty,asymmetric vergence saccade from near to far but also left to right,single,Combined vergence-saccade: near-left to far-right target step,D:\OneDrive\UC Berkeley\OMlab - JOM\Code\ClaudeOculomotorJax\outputs\server_figures\4c0a4302-6b2a-4f6d-bbf3-ddb23c23e91b.png,,
2026-04-21T19:21:26Z,57038389-e1ff-4fe1-87e4-75343b8c9602,654392b-dirty,"saccades between two points aligned in front of one eye, one near one far",single,Saccades between near (0.5 m) and far (3 m) targets aligned on the midline — vergence + saccade coupling,D:\OneDrive\UC Berkeley\OMlab - JOM\Code\ClaudeOculomotorJax\outputs\server_figures\57038389-e1ff-4fe1-87e4-75343b8c9602.png,,
2026-04-21T19:22:29Z,afcc3f4e-58a1-4329-96dc-7e41d39928ec,654392b-dirty,"saccades between two points aligned in front of one eye, not in the midline, one near one far",single,Saccades between near (0.5 m) and far (3 m) targets offset 15° rightward — vergence + saccade coupling,D:\OneDrive\UC Berkeley\OMlab - JOM\Code\ClaudeOculomotorJax\outputs\server_figures\afcc3f4e-58a1-4329-96dc-7e41d39928ec.png,,
2026-04-21T19:23:40Z,fab45552-6592-45f6-85e1-c1616a2aef02,654392b-dirty,"one saccade between two points aligned in front of one eye, not in the midline, one near one far",single,"Saccade with vergence: near (0.5 m) to far (3 m) target, both aligned on right-eye axis",D:\OneDrive\UC Berkeley\OMlab - JOM\Code\ClaudeOculomotorJax\outputs\server_figures\fab45552-6592-45f6-85e1-c1616a2aef02.png,,
2026-04-21T19:24:54Z,382ebd82-449c-4df8-999a-95373742c323,654392b-dirty,"saccade between a point about 5 cm to the right and 10 cm forward, to another point still 5cm to the right but 1 m forwarrd",single,"Saccade + vergence: target jumps from (5 cm right, 10 cm depth) to (5 cm right, 1 m depth)",D:\OneDrive\UC Berkeley\OMlab - JOM\Code\ClaudeOculomotorJax\outputs\server_figures\382ebd82-449c-4df8-999a-95373742c323.png,,
2026-04-21T19:35:36Z,7587e741-2c83-4eec-b97c-9c577249684c,654392b-dirty,Compare healthy vs left vestibular neuritis on a rightward head impulse test,comparison,Healthy vs Left Vestibular Neuritis — Rightward vHIT,D:\OneDrive\UC Berkeley\OMlab - JOM\Code\ClaudeOculomotorJax\outputs\server_figures\7587e741-2c83-4eec-b97c-9c577249684c.png,,
2026-04-21T19:39:35Z,cf1e4d48-2ec4-4f87-bd78-8677afa98236,654392b-dirty,optokinetic nystagmus,single,"Optokinetic nystagmus (OKN) — 30 deg/s rotating drum, no fixation target",D:\OneDrive\UC Berkeley\OMlab - JOM\Code\ClaudeOculomotorJax\outputs\server_figures\cf1e4d48-2ec4-4f87-bd78-8677afa98236.png,,
2026-04-21T19:45:53Z,cbefc886-119e-43df-991a-9f60006b050d,654392b-dirty,"sinusoidal VOR, partial loss unilateral",comparison,Sinusoidal VOR — Healthy vs Partial Unilateral Loss,D:\OneDrive\UC Berkeley\OMlab - JOM\Code\ClaudeOculomotorJax\outputs\server_figures\cbefc886-119e-43df-991a-9f60006b050d.png,,
2026-04-21T19:47:08Z,4274048e-c38f-4731-8c33-d1533e1b2091,654392b-dirty,head shaking nystagmus,single,Head-shaking nystagmus (HSN) — left vestibular neuritis,D:\OneDrive\UC Berkeley\OMlab - JOM\Code\ClaudeOculomotorJax\outputs\server_figures\4274048e-c38f-4731-8c33-d1533e1b2091.png,,
2026-04-21T19:50:52Z,3de603bc-5b49-4b6a-9466-9cdb601019bc,654392b-dirty,"step velocity rotary chair, healthy in total darkness",single,Step velocity rotary chair — healthy subject in total darkness,D:\OneDrive\UC Berkeley\OMlab - JOM\Code\ClaudeOculomotorJax\outputs\server_figures\3de603bc-5b49-4b6a-9466-9cdb601019bc.png,,
2026-04-21T19:51:57Z,b33c24cf-452e-4cfd-a71c-af5b52648f69,654392b-dirty,"step velocity rotary chair for 20 sec, healthy in total darkness",single,Step velocity rotary chair (60 deg/s) in total darkness — healthy,D:\OneDrive\UC Berkeley\OMlab - JOM\Code\ClaudeOculomotorJax\outputs\server_figures\b33c24cf-452e-4cfd-a71c-af5b52648f69.png,,
2026-04-21T19:55:17Z,05d818f4-67f8-4e8a-9c83-5d3f96de571f,654392b-dirty,"step velocity rotary chair for 20 sec, healthy in total darkness, just show the eye position",single,"Step velocity rotary chair, healthy subject, total darkness",D:\OneDrive\UC Berkeley\OMlab - JOM\Code\ClaudeOculomotorJax\outputs\server_figures\05d818f4-67f8-4e8a-9c83-5d3f96de571f.png,,
2026-04-21T19:56:15Z,ef7c49dc-e40b-4638-8b67-b42b79722308,654392b-dirty,"step velocity rotary chair for 20 sec, healthy in total darkness, just show the eye position, no gaze",single,"Step velocity rotary chair (60 deg/s) — healthy, total darkness",D:\OneDrive\UC Berkeley\OMlab - JOM\Code\ClaudeOculomotorJax\outputs\server_figures\ef7c49dc-e40b-4638-8b67-b42b79722308.png,,
2026-04-21T19:57:27Z,467766d2-a50c-43ca-aae7-2cb73bca2aa2,654392b-dirty,"step velocity rotary chair for 10 sec, healthy in total darkness, just show the eye position",single,Step velocity rotary chair (60 deg/s) in darkness — healthy VOR,D:\OneDrive\UC Berkeley\OMlab - JOM\Code\ClaudeOculomotorJax\outputs\server_figures\467766d2-a50c-43ca-aae7-2cb73bca2aa2.png,,
2026-04-23T15:25:23Z,b9f3c305-fb4a-4e62-81bd-4d32091dea7c,b13d605-dirty,"vvor at 30 deg/s for 30 seconds, no target",single,"VVOR at 30 deg/s for 30 seconds, no target",D:\OneDrive\UC Berkeley\OMlab - JOM\Code\ClaudeOculomotorJax\outputs\server_figures\b9f3c305-fb4a-4e62-81bd-4d32091dea7c.png,,
2026-04-24T04:06:40Z,9eb7c089-3d6d-4e21-939a-2f873bdc68ee,252fae5-dirty,alternate cover test a few repeatitions large esophoria,single,Alternating cover test — large esophoria (repeated cycles),D:\OneDrive\UC Berkeley\OMlab - JOM\Code\ClaudeOculomotorJax\outputs\server_figures\9eb7c089-3d6d-4e21-939a-2f873bdc68ee.png,,
2026-04-24T04:09:07Z,5496741e-155f-498c-8bcf-4fab068a54b3,252fae5-dirty,alternate cover test a few repeatitions large esophoria,single,Alternating cover test — large esophoria (several repetitions),D:\OneDrive\UC Berkeley\OMlab - JOM\Code\ClaudeOculomotorJax\outputs\server_figures\5496741e-155f-498c-8bcf-4fab068a54b3.png,,
2026-04-24T04:17:24Z,d6a8c108-a1d9-4d6a-bbc5-de75725e9200,252fae5-dirty,alternate cover test a few repeatitions large esophoria,single,"Alternating cover test — large esophoria, multiple repetitions",D:\OneDrive\UC Berkeley\OMlab - JOM\Code\ClaudeOculomotorJax\outputs\server_figures\d6a8c108-a1d9-4d6a-bbc5-de75725e9200.png,,
2026-04-24T04:28:33Z,846f9943-067f-4199-9329-6aea4ae8284c,252fae5-dirty,alternate cover test a few repetitions large esophoria,single,Alternating cover test — large esophoria (multiple repetitions),D:\OneDrive\UC Berkeley\OMlab - JOM\Code\ClaudeOculomotorJax\outputs\server_figures\846f9943-067f-4199-9329-6aea4ae8284c.png,,
2026-04-24T05:08:42Z,c1881d0a-ebf6-44eb-b529-3b550d819c09,252fae5-dirty,alternate cover test a few repetitions large esophoria,single,Alternating cover test — large esophoria (repeated cycles),D:\OneDrive\UC Berkeley\OMlab - JOM\Code\ClaudeOculomotorJax\outputs\server_figures\c1881d0a-ebf6-44eb-b529-3b550d819c09.png,,
2026-04-24T20:15:23Z,a3d76c8a-0227-4e02-8596-a5040846c13e,3f02375-dirty,"VVOR. step velocity of head rotation, no target, but stationary scene for 30 sec after 5 sec stationary. Then everything stops again.",single,"VVOR: step head rotation with stationary scene (no fixation target), 30 s rotation then stop",D:\OneDrive\UC Berkeley\OMlab - JOM\Code\ClaudeOculomotorJax\outputs\server_figures\a3d76c8a-0227-4e02-8596-a5040846c13e.png,,
2026-04-25T03:56:31Z,247b3be5-43bb-4f48-982c-b81ba17b419d,3a7b87b-dirty,okr 10 s,single,Optokinetic reflex (OKN) at 30 deg/s for 10 seconds,D:\OneDrive\UC Berkeley\OMlab - JOM\Code\ClaudeOculomotorJax\outputs\server_figures\247b3be5-43bb-4f48-982c-b81ba17b419d.png,,
2026-04-25T03:58:06Z,941b3fd0-e577-4cf6-8ca0-cd58f34b0bbb,3a7b87b-dirty,asymmetric vergence,single,Asymmetric vergence: near target steps between left and right visual fields,D:\OneDrive\UC Berkeley\OMlab - JOM\Code\ClaudeOculomotorJax\outputs\server_figures\941b3fd0-e577-4cf6-8ca0-cd58f34b0bbb.png,,
2026-04-25T04:04:09Z,ed5eb523-f930-4c32-90be-40c436d40894,3a7b87b-dirty,asymmetric vergence with large vergence change,single,Asymmetric vergence with large depth change — near/far target steps at different lateral offsets,D:\OneDrive\UC Berkeley\OMlab - JOM\Code\ClaudeOculomotorJax\outputs\server_figures\ed5eb523-f930-4c32-90be-40c436d40894.png,,
2026-04-25T04:04:59Z,26cc73e7-f99f-47b8-b436-cde64d7e867f,3a7b87b-dirty,"5 seconds of fixation on a very near target 15 cm, then 15 seconds of only one eye seeing a flashing target",single,"Binocular fixation at 15 cm, then monocular stroboscopic target (right eye only) for 15 s",D:\OneDrive\UC Berkeley\OMlab - JOM\Code\ClaudeOculomotorJax\outputs\server_figures\26cc73e7-f99f-47b8-b436-cde64d7e867f.png,,
2026-04-27T15:49:46Z,850e47d4-529b-48f7-8a77-b83b2c1f1366,6dbc7cf-dirty,Healthy 20° saccade to the right,single,Healthy 20° rightward saccade,D:\OneDrive\UC Berkeley\OMlab - JOM\Code\ClaudeOculomotorJax\outputs\server_figures\850e47d4-529b-48f7-8a77-b83b2c1f1366.png,,
2026-04-27T15:51:33Z,e4cb6a46-718c-481d-935b-dc800630dd0f,6dbc7cf-dirty,INO,comparison,Left INO vs Right INO vs Bilateral INO — Horizontal Saccades,D:\OneDrive\UC Berkeley\OMlab - JOM\Code\ClaudeOculomotorJax\outputs\server_figures\e4cb6a46-718c-481d-935b-dc800630dd0f.png,,
2026-04-27T15:53:09Z,014127e9-e790-4703-a401-be6593dfe3d3,6dbc7cf-dirty,"LEft INO one saccade to the left, one saccade to the right",single,Left INO: leftward then rightward saccade,D:\OneDrive\UC Berkeley\OMlab - JOM\Code\ClaudeOculomotorJax\outputs\server_figures\014127e9-e790-4703-a401-be6593dfe3d3.png,,
2026-04-27T16:03:21Z,d858d125-b92b-4604-8988-68167f56996d,6dbc7cf-dirty,uvh spontaneous nystagmus,single,Unilateral vestibular hypofunction — spontaneous nystagmus at rest,D:\OneDrive\UC Berkeley\OMlab - JOM\Code\ClaudeOculomotorJax\outputs\server_figures\d858d125-b92b-4604-8988-68167f56996d.png,,
2026-04-27T16:08:49Z,790b124e-b769-4ad7-93ea-30f33dd8ae6d,6dbc7cf-dirty,"rotary chair test in the dark 2 seconds stopped 10 seconds rotating at 30 deg/s, then stop",single,Rotary chair test in the dark: 10 s constant rotation at 30 deg/s then abrupt stop,D:\OneDrive\UC Berkeley\OMlab - JOM\Code\ClaudeOculomotorJax\outputs\server_figures\790b124e-b769-4ad7-93ea-30f33dd8ae6d.png,,
2026-04-27T16:12:48Z,4c2aa7b2-50c2-41fe-8bdd-a1f3e853788f,6dbc7cf-dirty,very large esophoria cover test,single,"Large esophoria cover test — 20° esophoria, right eye covered then uncovered",D:\OneDrive\UC Berkeley\OMlab - JOM\Code\ClaudeOculomotorJax\outputs\server_figures\4c2aa7b2-50c2-41fe-8bdd-a1f3e853788f.png,,
2026-04-27T16:15:28Z,72fdab1a-6915-447d-9427-bfd4aa4daa8f,6dbc7cf-dirty,very large esophoria alternate cover test,single,Large esophoria — alternating cover test,D:\OneDrive\UC Berkeley\OMlab - JOM\Code\ClaudeOculomotorJax\outputs\server_figures\72fdab1a-6915-447d-9427-bfd4aa4daa8f.png,,
2026-04-27T16:28:01Z,c3d3b0e1-e993-473f-96c9-8e9aa37ffe39,6dbc7cf-dirty,Compare healthy vs pursuit deficit on a 20 deg/s ramp target,comparison,Healthy vs Pursuit Deficit — 20 deg/s Ramp Pursuit,D:\OneDrive\UC Berkeley\OMlab - JOM\Code\ClaudeOculomotorJax\outputs\server_figures\c3d3b0e1-e993-473f-96c9-8e9aa37ffe39.png,,
2026-04-27T16:31:30Z,04de91eb-64d2-48e0-b813-709dd0d09e47,6dbc7cf-dirty,Compare healthy vs pursuit deficit on a 40 deg/s ramp target starting far on the left,comparison,Healthy vs Pursuit Deficit — 40 deg/s Rightward Ramp,D:\OneDrive\UC Berkeley\OMlab - JOM\Code\ClaudeOculomotorJax\outputs\server_figures\04de91eb-64d2-48e0-b813-709dd0d09e47.png,,
2026-05-01T17:17:53Z,7049f3a8-d432-4fb1-8c97-f6baf088fc68,21a585b-dirty,Smooth pursuit of a 20 deg/s ramp target,single,Smooth pursuit of a 20 deg/s rightward ramp target,D:\OneDrive\UC Berkeley\OMlab - JOM\Code\ClaudeOculomotorJax\outputs\server_figures\7049f3a8-d432-4fb1-8c97-f6baf088fc68.png,,
2026-05-11T06:29:02Z,6946ede7-67fc-45d4-bab9-0c6bff702fa5,0d09a28-dirty,Healthy 20° saccade to the right,single,Healthy 20° rightward saccade,D:\OneDrive\UC Berkeley\OMlab - JOM\Code\ClaudeOculomotorJax\outputs\server_figures\6946ede7-67fc-45d4-bab9-0c6bff702fa5.png,,
2026-05-11T06:30:22Z,9d30d62a-46c8-46f8-8689-1e27342d636c,0d09a28-dirty,"Cerebellar gaze-holding deficit, gaze-evoked nystagmus at 15 degrees",single,Cerebellar gaze-evoked nystagmus — eccentric fixation at 15° in a lit room,D:\OneDrive\UC Berkeley\OMlab - JOM\Code\ClaudeOculomotorJax\outputs\server_figures\9d30d62a-46c8-46f8-8689-1e27342d636c.png,,
2026-05-11T06:32:18Z,6b153e61-7a8e-4249-bc52-445cd41b1ca4,0d09a28-dirty,"Cerebellar gaze-holding deficit, gaze-evoked nystagmus at 15 degrees first in dark then in light",single,Cerebellar gaze-holding deficit: gaze-evoked nystagmus at 15° — dark then light,D:\OneDrive\UC Berkeley\OMlab - JOM\Code\ClaudeOculomotorJax\outputs\server_figures\6b153e61-7a8e-4249-bc52-445cd41b1ca4.png,,
2026-05-11T06:34:45Z,44719c45-056e-46ea-b8cc-5e20383211b0,0d09a28-dirty,"alternate cover test, large esophoria",single,Alternating cover test — large esophoria,D:\OneDrive\UC Berkeley\OMlab - JOM\Code\ClaudeOculomotorJax\outputs\server_figures\44719c45-056e-46ea-b8cc-5e20383211b0.png,,
